State,Year,Quarter,District,RegisteredUsers
kerala,2019,1,thrissur district,583045
kerala,2019,1,palakkad district,390957
kerala,2019,1,kannur district,309217
kerala,2019,1,kottayam district,348566
kerala,2019,1,ernakulam district,1657527
kerala,2019,1,idukki district,149996
kerala,2019,2,thiruvananthapuram district,897152
kerala,2019,2,kasaragod district,132477
kerala,2019,2,malappuram district,575048
kerala,2019,2,pathanamthitta district,121246
kerala,2019,2,wayanad district,117101
kerala,2019,2,alappuzha district,282582
kerala,2019,2,kozhikode district,540752
kerala,2019,2,kollam district,285888
kerala,2019,2,thrissur district,768852
kerala,2019,2,palakkad district,358416
kerala,2019,2,kannur district,350753
kerala,2019,2,kottayam district,373169
kerala,2019,2,ernakulam district,2327469
kerala,2019,2,idukki district,152921
kerala,2019,3,thiruvananthapuram district,1210326
kerala,2019,3,kasaragod district,181343
kerala,2019,3,malappuram district,669092
kerala,2019,3,pathanamthitta district,171939
kerala,2019,3,wayanad district,176001
kerala,2019,3,alappuzha district,412404
kerala,2019,3,kozhikode district,791143
kerala,2019,3,kollam district,434861
kerala,2019,3,thrissur district,913742
kerala,2019,3,palakkad district,468478
kerala,2019,3,kannur district,467512
kerala,2019,3,kottayam district,455029
kerala,2019,3,ernakulam district,2730518
kerala,2019,3,idukki district,203708
kerala,2019,4,thiruvananthapuram district,1653618
kerala,2019,4,kasaragod district,241911
kerala,2019,4,malappuram district,888327
kerala,2019,4,pathanamthitta district,242926
kerala,2019,4,wayanad district,238665
kerala,2019,4,alappuzha district,581762
kerala,2019,4,kozhikode district,1048192
kerala,2019,4,kollam district,625681
kerala,2019,4,thrissur district,1136317
kerala,2019,4,palakkad district,607193
kerala,2019,4,kannur district,616688
kerala,2019,4,kottayam district,621352
kerala,2019,4,ernakulam district,3714876
kerala,2019,4,idukki district,281129
kerala,2020,1,thiruvananthapuram district,1957687
kerala,2020,1,kasaragod district,301169
kerala,2020,1,malappuram district,1032834
kerala,2020,1,pathanamthitta district,271212
kerala,2020,1,wayanad district,289132
kerala,2020,1,alappuzha district,655979
kerala,2020,1,kozhikode district,1568774
kerala,2020,1,kollam district,773621
kerala,2020,1,thrissur district,1370029
kerala,2020,1,palakkad district,715756
kerala,2020,1,kannur district,703334
kerala,2020,1,kottayam district,752571
kerala,2020,1,ernakulam district,5025201
kerala,2020,1,idukki district,316223
kerala,2020,2,thiruvananthapuram district,1742767
kerala,2020,2,kasaragod district,446953
kerala,2020,2,malappuram district,1257378
kerala,2020,2,pathanamthitta district,341421
kerala,2020,2,wayanad district,382374
kerala,2020,2,alappuzha district,755556
kerala,2020,2,kozhikode district,1566564
kerala,2020,2,kollam district,893973
kerala,2020,2,thrissur district,1351787
kerala,2020,2,palakkad district,893115
kerala,2020,2,kannur district,998243
kerala,2020,2,kottayam district,761782
kerala,2020,2,ernakulam district,4530511
kerala,2020,2,idukki district,365543
kerala,2020,3,thiruvananthapuram district,2081035
kerala,2020,3,kasaragod district,596614
kerala,2020,3,malappuram district,1898768
kerala,2020,3,pathanamthitta district,489737
kerala,2020,3,wayanad district,513419
kerala,2020,3,alappuzha district,1034921
kerala,2020,3,kozhikode district,2170142
kerala,2020,3,kollam district,1338722
kerala,2020,3,thrissur district,1849073
kerala,2020,3,palakkad district,1116331
kerala,2020,3,kannur district,1278504
kerala,2020,3,kottayam district,1001447
kerala,2020,3,ernakulam district,5931363
kerala,2020,3,idukki district,458604
kerala,2020,4,thiruvananthapuram district,3376010
kerala,2020,4,kasaragod district,890448
kerala,2020,4,malappuram district,2988328
kerala,2020,4,pathanamthitta district,749642
kerala,2020,4,wayanad district,901483
kerala,2020,4,alappuzha district,1562242
kerala,2020,4,kozhikode district,3436777
kerala,2020,4,kollam district,1917078
kerala,2020,4,thrissur district,2628494
kerala,2020,4,palakkad district,1675633
kerala,2020,4,kannur district,1966681
kerala,2020,4,kottayam district,1486474
kerala,2020,4,ernakulam district,8950159
kerala,2020,4,idukki district,758738
kerala,2021,1,thiruvananthapuram district,3878020
kerala,2021,1,kasaragod district,916836
kerala,2021,1,malappuram district,4147591
kerala,2021,1,pathanamthitta district,860555
kerala,2021,1,wayanad district,991978
kerala,2021,1,alappuzha district,1681817
kerala,2021,1,kozhikode district,4287518
kerala,2021,1,kollam district,2127176
kerala,2021,1,thrissur district,3475629
kerala,2021,1,palakkad district,1892633
kerala,2021,1,kannur district,2044936
kerala,2021,1,kottayam district,1808155
kerala,2021,1,ernakulam district,13390058
kerala,2021,1,idukki district,813440
kerala,2021,2,thiruvananthapuram district,4154572
kerala,2021,2,kasaragod district,1144742
kerala,2021,2,malappuram district,4693842
kerala,2021,2,pathanamthitta district,1063832
kerala,2021,2,wayanad district,1156091
kerala,2021,2,alappuzha district,1921008
kerala,2021,2,kozhikode district,4726028
kerala,2021,2,kollam district,2534369
kerala,2021,2,thrissur district,3881737
kerala,2021,2,palakkad district,2232317
kerala,2021,2,kannur district,2477621
kerala,2021,2,kottayam district,2131122
kerala,2021,2,ernakulam district,14177054
kerala,2021,2,idukki district,896698
kerala,2021,3,thiruvananthapuram district,5427449
kerala,2021,3,kasaragod district,1491783
kerala,2021,3,malappuram district,6691321
kerala,2021,3,pathanamthitta district,1284731
kerala,2021,3,wayanad district,1598807
kerala,2021,3,alappuzha district,2505822
kerala,2021,3,kozhikode district,6483184
kerala,2021,3,kollam district,3321904
kerala,2021,3,thrissur district,5059971
kerala,2021,3,palakkad district,2841134
kerala,2021,3,kannur district,3200023
kerala,2021,3,kottayam district,2719376
kerala,2021,3,ernakulam district,19207421
kerala,2021,3,idukki district,1195340
kerala,2021,4,thiruvananthapuram district,6802679
kerala,2021,4,kasaragod district,1952678
kerala,2021,4,malappuram district,8689226
kerala,2021,4,pathanamthitta district,1682712
kerala,2021,4,wayanad district,2239644
kerala,2021,4,alappuzha district,3177335
kerala,2021,4,kozhikode district,8306264
kerala,2021,4,kollam district,4107417
kerala,2021,4,thrissur district,6471411
kerala,2021,4,palakkad district,3813936
kerala,2021,4,kannur district,4171542
kerala,2021,4,kottayam district,3504049
kerala,2021,4,ernakulam district,25306923
kerala,2021,4,idukki district,1597925
kerala,2022,1,thiruvananthapuram district,7747326
kerala,2022,1,kasaragod district,2282517
kerala,2022,1,malappuram district,10270093
kerala,2022,1,pathanamthitta district,1963871
kerala,2022,1,wayanad district,2620413
kerala,2022,1,alappuzha district,3687088
kerala,2022,1,kozhikode district,9526680
kerala,2022,1,kollam district,4851496
kerala,2022,1,thrissur district,7612460
kerala,2022,1,palakkad district,4504996
kerala,2022,1,kannur district,4837076
kerala,2022,1,kottayam district,4029330
kerala,2022,1,ernakulam district,29451475
kerala,2022,1,idukki district,1896144
kerala,2022,2,thiruvananthapuram district,8942858
kerala,2022,2,kasaragod district,2578012
kerala,2022,2,malappuram district,11218062
kerala,2022,2,pathanamthitta district,2074509
kerala,2022,2,wayanad district,2984234
kerala,2022,2,alappuzha district,4151240
kerala,2022,2,kozhikode district,10478852
kerala,2022,2,kollam district,5799455
kerala,2022,2,thrissur district,8767715
kerala,2022,2,palakkad district,4998295
kerala,2022,2,kannur district,5415196
kerala,2022,2,kottayam district,4440370
kerala,2022,2,ernakulam district,32257485
kerala,2022,2,idukki district,2259039
kerala,2022,3,thiruvananthapuram district,11886964
kerala,2022,3,kasaragod district,2816269
kerala,2022,3,malappuram district,11727280
kerala,2022,3,pathanamthitta district,2373258
kerala,2022,3,wayanad district,3269014
kerala,2022,3,alappuzha district,5705022
kerala,2022,3,kozhikode district,10298519
kerala,2022,3,kollam district,7100622
kerala,2022,3,thrissur district,9037575
kerala,2022,3,palakkad district,6174837
kerala,2022,3,kannur district,5631041
kerala,2022,3,kottayam district,5918541
kerala,2022,3,ernakulam district,35009862
kerala,2022,3,idukki district,2414100
kerala,2022,4,thiruvananthapuram district,12176949
kerala,2022,4,kasaragod district,3262433
kerala,2022,4,malappuram district,12667960
kerala,2022,4,pathanamthitta district,2676852
kerala,2022,4,wayanad district,3654113
kerala,2022,4,alappuzha district,6094707
kerala,2022,4,kozhikode district,11205522
kerala,2022,4,kollam district,7022669
kerala,2022,4,thrissur district,12802574
kerala,2022,4,palakkad district,6558445
kerala,2022,4,kannur district,6407573
kerala,2022,4,kottayam district,6551967
kerala,2022,4,ernakulam district,39069167
kerala,2022,4,idukki district,2809537
kerala,2023,1,thiruvananthapuram district,15777495
kerala,2023,1,kasaragod district,5032924
kerala,2023,1,malappuram district,15994699
kerala,2023,1,pathanamthitta district,3359879
kerala,2023,1,wayanad district,5237998
kerala,2023,1,alappuzha district,7029352
kerala,2023,1,kozhikode district,17609474
kerala,2023,1,kollam district,8766861
kerala,2023,1,thrissur district,9811793
kerala,2023,1,palakkad district,8521427
kerala,2023,1,kannur district,10009053
kerala,2023,1,kottayam district,6448095
kerala,2023,1,ernakulam district,30034347
kerala,2023,1,idukki district,3988168
kerala,2023,2,thiruvananthapuram district,16834507
kerala,2023,2,kasaragod district,5421249
kerala,2023,2,malappuram district,16442153
kerala,2023,2,pathanamthitta district,3555022
kerala,2023,2,wayanad district,5751930
kerala,2023,2,alappuzha district,7694391
kerala,2023,2,kozhikode district,18231277
kerala,2023,2,kollam district,9464997
kerala,2023,2,thrissur district,10462551
kerala,2023,2,palakkad district,8994974
kerala,2023,2,kannur district,10783259
kerala,2023,2,kottayam district,6878572
kerala,2023,2,ernakulam district,31266275
kerala,2023,2,idukki district,4389460
kerala,2023,3,thiruvananthapuram district,18643081
kerala,2023,3,kasaragod district,5899641
kerala,2023,3,malappuram district,18229082
kerala,2023,3,pathanamthitta district,3966432
kerala,2023,3,wayanad district,6008357
kerala,2023,3,alappuzha district,8349948
kerala,2023,3,kozhikode district,19394854
kerala,2023,3,kollam district,10425657
kerala,2023,3,thrissur district,11419815
kerala,2023,3,palakkad district,9656725
kerala,2023,3,kannur district,11874120
kerala,2023,3,kottayam district,7598688
kerala,2023,3,ernakulam district,34558327
kerala,2023,3,idukki district,4633924
ladakh,2018,1,kargil district,1244
ladakh,2018,1,leh ladakh district,4845
ladakh,2018,2,kargil district,4041
ladakh,2018,2,leh ladakh district,10969
ladakh,2018,3,kargil district,6149
ladakh,2018,3,leh ladakh district,18715
ladakh,2018,4,kargil district,8373
ladakh,2018,4,leh ladakh district,26838
ladakh,2019,1,kargil district,9825
ladakh,2019,1,leh ladakh district,36320
ladakh,2019,2,kargil district,15289
ladakh,2019,2,leh ladakh district,53483
ladakh,2019,3,kargil district,13855
ladakh,2019,3,leh ladakh district,78541
ladakh,2019,4,kargil district,5302
ladakh,2019,4,leh ladakh district,79404
ladakh,2020,1,kargil district,24169
ladakh,2020,1,leh ladakh district,92250
ladakh,2020,2,kargil district,38403
ladakh,2020,2,leh ladakh district,116607
ladakh,2020,3,kargil district,53708
ladakh,2020,3,leh ladakh district,174514
ladakh,2020,4,kargil district,79680
ladakh,2020,4,leh ladakh district,252454
ladakh,2021,1,kargil district,58756
ladakh,2021,1,leh ladakh district,216659
ladakh,2021,2,kargil district,91914
ladakh,2021,2,leh ladakh district,307802
ladakh,2021,3,kargil district,128949
ladakh,2021,3,leh ladakh district,462038
ladakh,2021,4,kargil district,134957
ladakh,2021,4,leh ladakh district,495230
ladakh,2022,1,kargil district,129349
ladakh,2022,1,leh ladakh district,500666
ladakh,2022,2,kargil district,229338
ladakh,2022,2,leh ladakh district,888735
ladakh,2022,3,kargil district,244513
ladakh,2022,3,leh ladakh district,946345
ladakh,2022,4,kargil district,233208
ladakh,2022,4,leh ladakh district,850164
ladakh,2023,1,kargil district,301776
ladakh,2023,1,leh ladakh district,1265470
ladakh,2023,2,kargil district,636520
ladakh,2023,2,leh ladakh district,2307295
ladakh,2023,3,kargil district,827753
ladakh,2023,3,leh ladakh district,2793613
lakshadweep,2018,1,lakshadweep district,778
lakshadweep,2018,2,lakshadweep district,2132
lakshadweep,2018,3,lakshadweep district,1703
lakshadweep,2018,4,lakshadweep district,1642
lakshadweep,2019,1,lakshadweep district,2481
lakshadweep,2019,2,lakshadweep district,2926
lakshadweep,2019,3,lakshadweep district,3104
lakshadweep,2019,4,lakshadweep district,3765
lakshadweep,2020,1,lakshadweep district,5151
lakshadweep,2020,2,lakshadweep district,7220
lakshadweep,2020,3,lakshadweep district,8589
lakshadweep,2020,4,lakshadweep district,11650
lakshadweep,2021,1,lakshadweep district,9085
lakshadweep,2021,2,lakshadweep district,11384
lakshadweep,2021,3,lakshadweep district,13370
lakshadweep,2021,4,lakshadweep district,15470
lakshadweep,2022,1,lakshadweep district,16397
lakshadweep,2022,2,lakshadweep district,17569
lakshadweep,2022,3,lakshadweep district,15241
lakshadweep,2022,4,lakshadweep district,17147
lakshadweep,2023,1,lakshadweep district,29520
lakshadweep,2023,2,lakshadweep district,34918
lakshadweep,2023,3,lakshadweep district,43757
madhya-pradesh,2018,1,morena district,107452
madhya-pradesh,2018,1,alirajpur district,7310
madhya-pradesh,2018,1,sehore district,262578
madhya-pradesh,2018,1,rajgarh district,131433
madhya-pradesh,2018,1,khargone district,108869
madhya-pradesh,2018,1,satna district,169230
madhya-pradesh,2018,1,narsinghpur district,116931
madhya-pradesh,2018,1,jabalpur district,294739
madhya-pradesh,2018,1,hoshangabad district,121682
madhya-pradesh,2018,1,vidisha district,152184
madhya-pradesh,2018,1,balaghat district,99805
madhya-pradesh,2018,1,singrauli district,146704
madhya-pradesh,2018,1,betul district,121719
madhya-pradesh,2018,1,sidhi district,61516
madhya-pradesh,2018,1,datia district,43232
madhya-pradesh,2018,1,dewas district,187518
madhya-pradesh,2018,1,sheopur district,26051
madhya-pradesh,2018,1,neemuch district,73718
madhya-pradesh,2018,1,raisen district,157756
madhya-pradesh,2018,1,mandsaur district,97213
madhya-pradesh,2018,1,barwani district,31525
madhya-pradesh,2018,1,katni district,65116
madhya-pradesh,2018,1,dindori district,19124
madhya-pradesh,2018,1,shivpuri district,69731
madhya-pradesh,2018,1,gwalior district,354555
madhya-pradesh,2018,1,anuppur district,52207
madhya-pradesh,2018,1,agar malwa district,46312
madhya-pradesh,2018,1,ashoknagar district,37316
madhya-pradesh,2018,1,sagar district,217079
madhya-pradesh,2018,1,niwari district,20669
madhya-pradesh,2018,1,rewa district,210786
madhya-pradesh,2018,1,shajapur district,100763
madhya-pradesh,2018,1,ujjain district,223180
madhya-pradesh,2018,1,bhind district,101429
madhya-pradesh,2018,1,tikamgarh district,53683
madhya-pradesh,2018,1,seoni district,82748
madhya-pradesh,2018,1,harda district,43384
madhya-pradesh,2018,1,burhanpur district,30712
madhya-pradesh,2018,1,damoh district,69994
madhya-pradesh,2018,1,bhopal district,1704495
madhya-pradesh,2018,1,jhabua district,20133
madhya-pradesh,2018,1,dhar district,183246
madhya-pradesh,2018,1,guna district,99030
madhya-pradesh,2018,1,east nimar district,71864
madhya-pradesh,2018,1,chhindwara district,169657
madhya-pradesh,2018,1,umaria district,31009
madhya-pradesh,2018,1,mandla district,28899
madhya-pradesh,2018,1,indore district,1066784
madhya-pradesh,2018,1,shahdol district,64833
madhya-pradesh,2018,1,ratlam district,128218
madhya-pradesh,2018,1,panna district,37817
madhya-pradesh,2018,1,chhatarpur district,101457
madhya-pradesh,2018,2,morena district,140175
madhya-pradesh,2018,2,alirajpur district,11022
madhya-pradesh,2018,2,sehore district,344826
madhya-pradesh,2018,2,rajgarh district,191089
madhya-pradesh,2018,2,khargone district,148822
madhya-pradesh,2018,2,satna district,242463
madhya-pradesh,2018,2,narsinghpur district,173263
madhya-pradesh,2018,2,jabalpur district,422639
madhya-pradesh,2018,2,hoshangabad district,160516
madhya-pradesh,2018,2,vidisha district,206091
madhya-pradesh,2018,2,balaghat district,143103
madhya-pradesh,2018,2,singrauli district,197668
madhya-pradesh,2018,2,betul district,166350
madhya-pradesh,2018,2,sidhi district,85270
madhya-pradesh,2018,2,datia district,69866
madhya-pradesh,2018,2,dewas district,237116
madhya-pradesh,2018,2,sheopur district,35135
madhya-pradesh,2018,2,neemuch district,84147
madhya-pradesh,2018,2,raisen district,185436
madhya-pradesh,2018,2,mandsaur district,124845
madhya-pradesh,2018,2,barwani district,46585
madhya-pradesh,2018,2,katni district,87813
madhya-pradesh,2018,2,dindori district,29598
madhya-pradesh,2018,2,shivpuri district,102351
madhya-pradesh,2018,2,gwalior district,489851
madhya-pradesh,2018,2,anuppur district,75195
madhya-pradesh,2018,2,agar malwa district,68342
madhya-pradesh,2018,2,ashoknagar district,54242
madhya-pradesh,2018,2,sagar district,267894
madhya-pradesh,2018,2,niwari district,27058
madhya-pradesh,2018,2,rewa district,298854
madhya-pradesh,2018,2,shajapur district,129061
madhya-pradesh,2018,2,ujjain district,291630
madhya-pradesh,2018,2,bhind district,126920
madhya-pradesh,2018,2,tikamgarh district,68970
madhya-pradesh,2018,2,seoni district,112462
madhya-pradesh,2018,2,harda district,60536
madhya-pradesh,2018,2,burhanpur district,47282
madhya-pradesh,2018,2,damoh district,80644
madhya-pradesh,2018,2,bhopal district,2101870
madhya-pradesh,2018,2,jhabua district,26063
madhya-pradesh,2018,2,dhar district,238497
madhya-pradesh,2018,2,guna district,168387
madhya-pradesh,2018,2,east nimar district,99771
madhya-pradesh,2018,2,chhindwara district,210555
madhya-pradesh,2018,2,umaria district,41149
madhya-pradesh,2018,2,mandla district,42090
madhya-pradesh,2018,2,indore district,1375908
madhya-pradesh,2018,2,shahdol district,92269
madhya-pradesh,2018,2,ratlam district,157631
madhya-pradesh,2018,2,panna district,55200
madhya-pradesh,2018,2,chhatarpur district,116892
madhya-pradesh,2018,3,morena district,225109
madhya-pradesh,2018,3,alirajpur district,14499
madhya-pradesh,2018,3,sehore district,758026
madhya-pradesh,2018,3,rajgarh district,264264
madhya-pradesh,2018,3,khargone district,212212
madhya-pradesh,2018,3,satna district,336587
madhya-pradesh,2018,3,narsinghpur district,426854
madhya-pradesh,2018,3,jabalpur district,701227
madhya-pradesh,2018,3,hoshangabad district,232423
madhya-pradesh,2018,3,vidisha district,356894
madhya-pradesh,2018,3,balaghat district,206889
madhya-pradesh,2018,3,singrauli district,293194
madhya-pradesh,2018,3,betul district,255158
madhya-pradesh,2018,3,sidhi district,103433
madhya-pradesh,2018,3,datia district,80900
madhya-pradesh,2018,3,dewas district,396402
madhya-pradesh,2018,3,sheopur district,47777
madhya-pradesh,2018,3,neemuch district,118927
madhya-pradesh,2018,3,raisen district,293648
madhya-pradesh,2018,3,mandsaur district,191633
madhya-pradesh,2018,3,barwani district,78050
madhya-pradesh,2018,3,katni district,135537
madhya-pradesh,2018,3,dindori district,48720
madhya-pradesh,2018,3,shivpuri district,247121
madhya-pradesh,2018,3,gwalior district,726317
madhya-pradesh,2018,3,anuppur district,134714
madhya-pradesh,2018,3,agar malwa district,80868
madhya-pradesh,2018,3,ashoknagar district,111938
madhya-pradesh,2018,3,sagar district,792217
madhya-pradesh,2018,3,niwari district,29194
madhya-pradesh,2018,3,rewa district,566062
madhya-pradesh,2018,3,shajapur district,199572
madhya-pradesh,2018,3,ujjain district,498756
madhya-pradesh,2018,3,bhind district,189161
madhya-pradesh,2018,3,tikamgarh district,85323
madhya-pradesh,2018,3,seoni district,195122
madhya-pradesh,2018,3,harda district,83258
madhya-pradesh,2018,3,burhanpur district,70022
madhya-pradesh,2018,3,damoh district,110626
madhya-pradesh,2018,3,bhopal district,3157810
madhya-pradesh,2018,3,jhabua district,38916
madhya-pradesh,2018,3,dhar district,425936
madhya-pradesh,2018,3,guna district,286324
madhya-pradesh,2018,3,east nimar district,149436
madhya-pradesh,2018,3,chhindwara district,321934
madhya-pradesh,2018,3,umaria district,72491
madhya-pradesh,2018,3,mandla district,56024
madhya-pradesh,2018,3,indore district,2082530
madhya-pradesh,2018,3,shahdol district,158517
madhya-pradesh,2018,3,ratlam district,278962
madhya-pradesh,2018,3,panna district,60946
madhya-pradesh,2018,3,chhatarpur district,138525
madhya-pradesh,2018,4,morena district,271585
madhya-pradesh,2018,4,alirajpur district,21963
madhya-pradesh,2018,4,sehore district,783146
madhya-pradesh,2018,4,rajgarh district,347269
madhya-pradesh,2018,4,khargone district,284771
madhya-pradesh,2018,4,satna district,483123
madhya-pradesh,2018,4,narsinghpur district,258432
madhya-pradesh,2018,4,jabalpur district,866243
madhya-pradesh,2018,4,hoshangabad district,308911
madhya-pradesh,2018,4,vidisha district,390739
madhya-pradesh,2018,4,balaghat district,338581
madhya-pradesh,2018,4,singrauli district,419946
madhya-pradesh,2018,4,betul district,326736
madhya-pradesh,2018,4,sidhi district,175484
madhya-pradesh,2018,4,datia district,122314
madhya-pradesh,2018,4,dewas district,501654
madhya-pradesh,2018,4,sheopur district,61335
madhya-pradesh,2018,4,neemuch district,174140
madhya-pradesh,2018,4,raisen district,389796
madhya-pradesh,2018,4,mandsaur district,277416
madhya-pradesh,2018,4,barwani district,88949
madhya-pradesh,2018,4,katni district,193021
madhya-pradesh,2018,4,dindori district,70932
madhya-pradesh,2018,4,shivpuri district,378896
madhya-pradesh,2018,4,gwalior district,894712
madhya-pradesh,2018,4,anuppur district,167782
madhya-pradesh,2018,4,agar malwa district,105886
madhya-pradesh,2018,4,ashoknagar district,106583
madhya-pradesh,2018,4,sagar district,573261
madhya-pradesh,2018,4,niwari district,47128
madhya-pradesh,2018,4,rewa district,588836
madhya-pradesh,2018,4,shajapur district,247546
madhya-pradesh,2018,4,ujjain district,585638
madhya-pradesh,2018,4,bhind district,228728
madhya-pradesh,2018,4,tikamgarh district,128946
madhya-pradesh,2018,4,seoni district,243126
madhya-pradesh,2018,4,harda district,108428
madhya-pradesh,2018,4,burhanpur district,88001
madhya-pradesh,2018,4,damoh district,162192
madhya-pradesh,2018,4,bhopal district,4226983
madhya-pradesh,2018,4,jhabua district,58035
madhya-pradesh,2018,4,dhar district,536104
madhya-pradesh,2018,4,guna district,277175
madhya-pradesh,2018,4,east nimar district,178194
madhya-pradesh,2018,4,chhindwara district,431596
madhya-pradesh,2018,4,umaria district,95954
madhya-pradesh,2018,4,mandla district,91790
madhya-pradesh,2018,4,indore district,2826520
madhya-pradesh,2018,4,shahdol district,209180
madhya-pradesh,2018,4,ratlam district,328469
madhya-pradesh,2018,4,panna district,106697
madhya-pradesh,2018,4,chhatarpur district,218683
madhya-pradesh,2019,1,morena district,376798
madhya-pradesh,2019,1,alirajpur district,31490
madhya-pradesh,2019,1,sehore district,1598108
madhya-pradesh,2019,1,rajgarh district,648061
madhya-pradesh,2019,1,khargone district,411986
madhya-pradesh,2019,1,satna district,764362
madhya-pradesh,2019,1,narsinghpur district,399379
madhya-pradesh,2019,1,jabalpur district,1489827
madhya-pradesh,2019,1,hoshangabad district,553426
madhya-pradesh,2019,1,vidisha district,563457
madhya-pradesh,2019,1,balaghat district,554447
madhya-pradesh,2019,1,singrauli district,771972
madhya-pradesh,2019,1,betul district,534677
madhya-pradesh,2019,1,sidhi district,248937
madhya-pradesh,2019,1,datia district,180925
madhya-pradesh,2019,1,dewas district,911351
madhya-pradesh,2019,1,sheopur district,91429
madhya-pradesh,2019,1,neemuch district,354202
madhya-pradesh,2019,1,raisen district,695558
madhya-pradesh,2019,1,mandsaur district,483684
madhya-pradesh,2019,1,barwani district,128005
madhya-pradesh,2019,1,katni district,301180
madhya-pradesh,2019,1,dindori district,124325
madhya-pradesh,2019,1,shivpuri district,396289
madhya-pradesh,2019,1,gwalior district,1342886
madhya-pradesh,2019,1,anuppur district,269466
madhya-pradesh,2019,1,agar malwa district,172327
madhya-pradesh,2019,1,ashoknagar district,148509
madhya-pradesh,2019,1,sagar district,925998
madhya-pradesh,2019,1,niwari district,71604
madhya-pradesh,2019,1,rewa district,866533
madhya-pradesh,2019,1,shajapur district,424237
madhya-pradesh,2019,1,ujjain district,940607
madhya-pradesh,2019,1,bhind district,359414
madhya-pradesh,2019,1,tikamgarh district,196901
madhya-pradesh,2019,1,seoni district,372002
madhya-pradesh,2019,1,harda district,154078
madhya-pradesh,2019,1,burhanpur district,112881
madhya-pradesh,2019,1,damoh district,238517
madhya-pradesh,2019,1,bhopal district,8252290
madhya-pradesh,2019,1,jhabua district,91081
madhya-pradesh,2019,1,dhar district,976357
madhya-pradesh,2019,1,guna district,405000
madhya-pradesh,2019,1,east nimar district,261800
madhya-pradesh,2019,1,chhindwara district,712778
madhya-pradesh,2019,1,umaria district,173141
madhya-pradesh,2019,1,mandla district,142749
madhya-pradesh,2019,1,indore district,5731364
madhya-pradesh,2019,1,shahdol district,314212
madhya-pradesh,2019,1,ratlam district,547587
madhya-pradesh,2019,1,panna district,157047
madhya-pradesh,2019,1,chhatarpur district,325808
madhya-pradesh,2019,2,morena district,343097
madhya-pradesh,2019,2,alirajpur district,34336
madhya-pradesh,2019,2,sehore district,1000398
madhya-pradesh,2019,2,rajgarh district,514081
madhya-pradesh,2019,2,khargone district,382282
madhya-pradesh,2019,2,satna district,616768
madhya-pradesh,2019,2,narsinghpur district,346905
madhya-pradesh,2019,2,jabalpur district,2003659
madhya-pradesh,2019,2,hoshangabad district,733352
madhya-pradesh,2019,2,vidisha district,481189
madhya-pradesh,2019,2,balaghat district,449840
madhya-pradesh,2019,2,singrauli district,551954
madhya-pradesh,2019,2,betul district,449045
madhya-pradesh,2019,2,sidhi district,233508
madhya-pradesh,2019,2,datia district,152773
madhya-pradesh,2019,2,dewas district,705805
madhya-pradesh,2019,2,sheopur district,84977
madhya-pradesh,2019,2,neemuch district,256620
madhya-pradesh,2019,2,raisen district,560941
madhya-pradesh,2019,2,mandsaur district,389452
madhya-pradesh,2019,2,barwani district,124076
madhya-pradesh,2019,2,katni district,293589
madhya-pradesh,2019,2,dindori district,113733
madhya-pradesh,2019,2,shivpuri district,300960
madhya-pradesh,2019,2,gwalior district,1264694
madhya-pradesh,2019,2,anuppur district,224927
madhya-pradesh,2019,2,agar malwa district,149682
madhya-pradesh,2019,2,ashoknagar district,137874
madhya-pradesh,2019,2,sagar district,758405
madhya-pradesh,2019,2,niwari district,63955
madhya-pradesh,2019,2,rewa district,718741
madhya-pradesh,2019,2,shajapur district,339228
madhya-pradesh,2019,2,ujjain district,869522
madhya-pradesh,2019,2,bhind district,302340
madhya-pradesh,2019,2,tikamgarh district,157005
madhya-pradesh,2019,2,seoni district,329624
madhya-pradesh,2019,2,harda district,142930
madhya-pradesh,2019,2,burhanpur district,105876
madhya-pradesh,2019,2,damoh district,196650
madhya-pradesh,2019,2,bhopal district,12031142
madhya-pradesh,2019,2,jhabua district,77960
madhya-pradesh,2019,2,dhar district,688408
madhya-pradesh,2019,2,guna district,350879
madhya-pradesh,2019,2,east nimar district,258938
madhya-pradesh,2019,2,chhindwara district,645533
madhya-pradesh,2019,2,umaria district,138398
madhya-pradesh,2019,2,mandla district,146979
madhya-pradesh,2019,2,indore district,8459734
madhya-pradesh,2019,2,shahdol district,283233
madhya-pradesh,2019,2,ratlam district,436200
madhya-pradesh,2019,2,panna district,144870
madhya-pradesh,2019,2,chhatarpur district,298946
madhya-pradesh,2019,3,morena district,420577
madhya-pradesh,2019,3,alirajpur district,43708
madhya-pradesh,2019,3,sehore district,1227719
madhya-pradesh,2019,3,rajgarh district,630750
madhya-pradesh,2019,3,khargone district,501626
madhya-pradesh,2019,3,satna district,725235
madhya-pradesh,2019,3,narsinghpur district,453436
madhya-pradesh,2019,3,jabalpur district,2424190
madhya-pradesh,2019,3,hoshangabad district,790986
madhya-pradesh,2019,3,vidisha district,727266
madhya-pradesh,2019,3,balaghat district,567601
madhya-pradesh,2019,3,singrauli district,642493
madhya-pradesh,2019,3,betul district,563154
madhya-pradesh,2019,3,sidhi district,273664
madhya-pradesh,2019,3,datia district,185547
madhya-pradesh,2019,3,dewas district,992605
madhya-pradesh,2019,3,sheopur district,103886
madhya-pradesh,2019,3,neemuch district,327456
madhya-pradesh,2019,3,raisen district,773784
